X,Y,#
4361,2129,BAD
4362,2129,BAD
4363,2129,BAD
4364,2129,BAD
4365,2129,BAD
4366,2129,BAD
4367,2129,BAD
4368,2129,BAD
4369,2129,BAD
4370,2129,BAD
4371,2129,BAD
4372,2129,BAD
4373,2129,BAD
4374,2129,BAD
4375,2129,BAD
4376,2129,BAD
4377,2129,BAD
4378,2129,BAD
4379,2129,BAD
4380,2129,BAD
4381,2129,BAD
4382,2129,BAD
4383,2129,BAD
4384,2129,BAD
4343,2130,BAD
4344,2130,BAD
4345,2130,BAD
4346,2130,BAD
4347,2130,BAD
4348,2130,BAD
4349,2130,BAD
4350,2130,BAD
4351,2130,BAD
4352,2130,BAD
4353,2130,BAD
4354,2130,BAD
4355,2130,BAD
4356,2130,BAD
4357,2130,BAD
4358,2130,BAD
4359,2130,BAD
4360,2130,BAD
4361,2130,BAD
4362,2130,BAD
4363,2130,BAD
4364,2130,BAD
4365,2130,BAD
4366,2130,BAD
4367,2130,BAD
4368,2130,BAD
4369,2130,BAD
4370,2130,BAD
4371,2130,BAD
4372,2130,BAD
4373,2130,BAD
4374,2130,BAD
4375,2130,BAD
4376,2130,BAD
4377,2130,BAD
4378,2130,BAD
4379,2130,BAD
4380,2130,BAD
4381,2130,BAD
4382,2130,BAD
4383,2130,BAD
4384,2130,BAD
4342,2131,BAD
4343,2131,BAD
4344,2131,BAD
4345,2131,BAD
4346,2131,BAD
4347,2131,BAD
4348,2131,BAD
4349,2131,BAD
4350,2131,BAD
4351,2131,BAD
4352,2131,BAD
4353,2131,BAD
4354,2131,BAD
4355,2131,BAD
4356,2131,BAD
4357,2131,BAD
4358,2131,BAD
4359,2131,BAD
4360,2131,BAD
4361,2131,BAD
4362,2131,BAD
4363,2131,BAD
4364,2131,BAD
4365,2131,BAD
4366,2131,BAD
4367,2131,BAD
4368,2131,BAD
4369,2131,BAD
4370,2131,BAD
4371,2131,BAD
4372,2131,BAD
4373,2131,BAD
4374,2131,BAD
4375,2131,BAD
4376,2131,BAD
4377,2131,BAD
4378,2131,BAD
4379,2131,BAD
4380,2131,BAD
4381,2131,BAD
4382,2131,BAD
4383,2131,BAD
4384,2131,BAD
4385,2131,BAD
4342,2132,BAD
4343,2132,BAD
4344,2132,BAD
4345,2132,BAD
4346,2132,BAD
4347,2132,BAD
4348,2132,BAD
4349,2132,BAD
4350,2132,BAD
4351,2132,BAD
4352,2132,BAD
4353,2132,BAD
4354,2132,BAD
4355,2132,BAD
4356,2132,BAD
4357,2132,BAD
4358,2132,BAD
4359,2132,BAD
4360,2132,BAD
4361,2132,BAD
4362,2132,BAD
4363,2132,BAD
4364,2132,BAD
4365,2132,BAD
4366,2132,BAD
4367,2132,BAD
4368,2132,BAD
4369,2132,BAD
4370,2132,BAD
4371,2132,BAD
4372,2132,BAD
4373,2132,BAD
4374,2132,BAD
4375,2132,BAD
4376,2132,BAD
4377,2132,BAD
4378,2132,BAD
4379,2132,BAD
4380,2132,BAD
4381,2132,BAD
4382,2132,BAD
4383,2132,BAD
4384,2132,BAD
4385,2132,BAD
4342,2133,BAD
4343,2133,BAD
4344,2133,BAD
4345,2133,BAD
4346,2133,BAD
4347,2133,BAD
4348,2133,BAD
4349,2133,BAD
4350,2133,BAD
4351,2133,BAD
4352,2133,BAD
4353,2133,BAD
4354,2133,BAD
4355,2133,BAD
4356,2133,BAD
4357,2133,BAD
4358,2133,BAD
4359,2133,BAD
4360,2133,BAD
4361,2133,BAD
4362,2133,BAD
4363,2133,BAD
4364,2133,BAD
4365,2133,BAD
4366,2133,BAD
4367,2133,BAD
4368,2133,BAD
4369,2133,BAD
4370,2133,BAD
4371,2133,BAD
4372,2133,BAD
4373,2133,BAD
4374,2133,BAD
4375,2133,BAD
4376,2133,BAD
4377,2133,BAD
4378,2133,BAD
4379,2133,BAD
4380,2133,BAD
4381,2133,BAD
4382,2133,BAD
4383,2133,BAD
4384,2133,BAD
4385,2133,BAD
4341,2134,BAD
4342,2134,BAD
4343,2134,BAD
4344,2134,BAD
4345,2134,BAD
4346,2134,BAD
4347,2134,BAD
4348,2134,BAD
4349,2134,BAD
4350,2134,BAD
4351,2134,BAD
4352,2134,BAD
4353,2134,BAD
4354,2134,BAD
4355,2134,BAD
4356,2134,BAD
4357,2134,BAD
4358,2134,BAD
4359,2134,BAD
4360,2134,BAD
4361,2134,BAD
4362,2134,BAD
4363,2134,BAD
4364,2134,BAD
4365,2134,BAD
4366,2134,BAD
4367,2134,BAD
4368,2134,BAD
4369,2134,BAD
4370,2134,BAD
4371,2134,BAD
4372,2134,BAD
4373,2134,BAD
4374,2134,BAD
4375,2134,BAD
4376,2134,BAD
4377,2134,BAD
4378,2134,BAD
4379,2134,BAD
4380,2134,BAD
4381,2134,BAD
4382,2134,BAD
4383,2134,BAD
4384,2134,BAD
4385,2134,BAD
4386,2134,BAD
4340,2135,BAD
4341,2135,BAD
4342,2135,BAD
4343,2135,BAD
4344,2135,BAD
4345,2135,BAD
4346,2135,BAD
4347,2135,BAD
4348,2135,BAD
4349,2135,BAD
4350,2135,BAD
4351,2135,BAD
4352,2135,BAD
4353,2135,BAD
4354,2135,BAD
4355,2135,BAD
4356,2135,BAD
4357,2135,BAD
4358,2135,BAD
4359,2135,BAD
4360,2135,BAD
4361,2135,BAD
4362,2135,BAD
4363,2135,BAD
4364,2135,BAD
4365,2135,BAD
4366,2135,BAD
4367,2135,BAD
4368,2135,BAD
4369,2135,BAD
4370,2135,BAD
4371,2135,BAD
4372,2135,BAD
4373,2135,BAD
4374,2135,BAD
4375,2135,BAD
4376,2135,BAD
4377,2135,BAD
4378,2135,BAD
4379,2135,BAD
4380,2135,BAD
4381,2135,BAD
4382,2135,BAD
4383,2135,BAD
4384,2135,BAD
4385,2135,BAD
4386,2135,BAD
4340,2136,BAD
4341,2136,BAD
4342,2136,BAD
4343,2136,BAD
4344,2136,BAD
4345,2136,BAD
4346,2136,BAD
4347,2136,BAD
4348,2136,BAD
4349,2136,BAD
4350,2136,BAD
4351,2136,BAD
4352,2136,BAD
4353,2136,BAD
4354,2136,BAD
4355,2136,BAD
4356,2136,BAD
4357,2136,BAD
4358,2136,BAD
4359,2136,BAD
4360,2136,BAD
4361,2136,BAD
4362,2136,BAD
4363,2136,BAD
4364,2136,BAD
4365,2136,BAD
4366,2136,BAD
4367,2136,BAD
4368,2136,BAD
4369,2136,BAD
4370,2136,BAD
4371,2136,BAD
4372,2136,BAD
4373,2136,BAD
4374,2136,BAD
4375,2136,BAD
4376,2136,BAD
4377,2136,BAD
4378,2136,BAD
4379,2136,BAD
4380,2136,BAD
4381,2136,BAD
4382,2136,BAD
4383,2136,BAD
4384,2136,BAD
4385,2136,BAD
4386,2136,BAD
4340,2137,BAD
4341,2137,BAD
4342,2137,BAD
4343,2137,BAD
4344,2137,BAD
4345,2137,BAD
4346,2137,BAD
4347,2137,BAD
4348,2137,BAD
4349,2137,BAD
4350,2137,BAD
4351,2137,BAD
4352,2137,BAD
4353,2137,BAD
4354,2137,BAD
4355,2137,BAD
4356,2137,BAD
4357,2137,BAD
4358,2137,BAD
4359,2137,BAD
4360,2137,BAD
4361,2137,BAD
4362,2137,BAD
4363,2137,BAD
4364,2137,BAD
4365,2137,BAD
4366,2137,BAD
4367,2137,BAD
4368,2137,BAD
4369,2137,BAD
4370,2137,BAD
4371,2137,BAD
4372,2137,BAD
4373,2137,BAD
4374,2137,BAD
4375,2137,BAD
4376,2137,BAD
4377,2137,BAD
4378,2137,BAD
4379,2137,BAD
4380,2137,BAD
4381,2137,BAD
4382,2137,BAD
4383,2137,BAD
4384,2137,BAD
4385,2137,BAD
4386,2137,BAD
4387,2137,BAD
4340,2138,BAD
4341,2138,BAD
4342,2138,BAD
4343,2138,BAD
4344,2138,BAD
4345,2138,BAD
4346,2138,BAD
4347,2138,BAD
4348,2138,BAD
4349,2138,BAD
4350,2138,BAD
4351,2138,BAD
4352,2138,BAD
4353,2138,BAD
4354,2138,BAD
4355,2138,BAD
4356,2138,BAD
4357,2138,BAD
4358,2138,BAD
4359,2138,BAD
4360,2138,BAD
4361,2138,BAD
4362,2138,BAD
4363,2138,BAD
4364,2138,BAD
4365,2138,BAD
4366,2138,BAD
4367,2138,BAD
4368,2138,BAD
4369,2138,BAD
4370,2138,BAD
4371,2138,BAD
4372,2138,BAD
4373,2138,BAD
4374,2138,BAD
4375,2138,BAD
4376,2138,BAD
4377,2138,BAD
4378,2138,BAD
4379,2138,BAD
4380,2138,BAD
4381,2138,BAD
4382,2138,BAD
4383,2138,BAD
4384,2138,BAD
4385,2138,BAD
4386,2138,BAD
4387,2138,BAD
4340,2139,BAD
4341,2139,BAD
4342,2139,BAD
4343,2139,BAD
4344,2139,BAD
4345,2139,BAD
4346,2139,BAD
4347,2139,BAD
4348,2139,BAD
4349,2139,BAD
4350,2139,BAD
4351,2139,BAD
4352,2139,BAD
4353,2139,BAD
4354,2139,BAD
4355,2139,BAD
4356,2139,BAD
4357,2139,BAD
4358,2139,BAD
4359,2139,BAD
4360,2139,BAD
4361,2139,BAD
4362,2139,BAD
4363,2139,BAD
4364,2139,BAD
4365,2139,BAD
4366,2139,BAD
4367,2139,BAD
4368,2139,BAD
4369,2139,BAD
4370,2139,BAD
4371,2139,BAD
4372,2139,BAD
4373,2139,BAD
4374,2139,BAD
4375,2139,BAD
4376,2139,BAD
4377,2139,BAD
4378,2139,BAD
4379,2139,BAD
4380,2139,BAD
4381,2139,BAD
4382,2139,BAD
4383,2139,BAD
4384,2139,BAD
4385,2139,BAD
4386,2139,BAD
4387,2139,BAD
4340,2140,BAD
4341,2140,BAD
4342,2140,BAD
4343,2140,BAD
4344,2140,BAD
4345,2140,BAD
4346,2140,BAD
4347,2140,BAD
4348,2140,BAD
4349,2140,BAD
4350,2140,BAD
4351,2140,BAD
4352,2140,BAD
4353,2140,BAD
4354,2140,BAD
4355,2140,BAD
4356,2140,BAD
4357,2140,BAD
4358,2140,BAD
4359,2140,BAD
4360,2140,BAD
4361,2140,BAD
4362,2140,BAD
4363,2140,BAD
4364,2140,BAD
4365,2140,BAD
4366,2140,BAD
4367,2140,BAD
4368,2140,BAD
4369,2140,BAD
4370,2140,BAD
4371,2140,BAD
4372,2140,BAD
4373,2140,BAD
4374,2140,BAD
4375,2140,BAD
4376,2140,BAD
4377,2140,BAD
4378,2140,BAD
4379,2140,BAD
4380,2140,BAD
4381,2140,BAD
4382,2140,BAD
4383,2140,BAD
4384,2140,BAD
4385,2140,BAD
4386,2140,BAD
4387,2140,BAD
4388,2140,BAD
4340,2141,BAD
4341,2141,BAD
4342,2141,BAD
4343,2141,BAD
4344,2141,BAD
4345,2141,BAD
4346,2141,BAD
4347,2141,BAD
4348,2141,BAD
4349,2141,BAD
4350,2141,BAD
4351,2141,BAD
4352,2141,BAD
4353,2141,BAD
4354,2141,BAD
4355,2141,BAD
4356,2141,BAD
4357,2141,BAD
4358,2141,BAD
4359,2141,BAD
4360,2141,BAD
4361,2141,BAD
4362,2141,BAD
4363,2141,BAD
4364,2141,BAD
4365,2141,BAD
4366,2141,BAD
4367,2141,BAD
4368,2141,BAD
4369,2141,BAD
4370,2141,BAD
4371,2141,BAD
4372,2141,BAD
4373,2141,BAD
4374,2141,BAD
4375,2141,BAD
4376,2141,BAD
4377,2141,BAD
4378,2141,BAD
4379,2141,BAD
4380,2141,BAD
4381,2141,BAD
4382,2141,BAD
4383,2141,BAD
4384,2141,BAD
4385,2141,BAD
4386,2141,BAD
4387,2141,BAD
4388,2141,BAD
4340,2142,BAD
4341,2142,BAD
4342,2142,BAD
4343,2142,BAD
4344,2142,BAD
4345,2142,BAD
4346,2142,BAD
4347,2142,BAD
4348,2142,BAD
4349,2142,BAD
4350,2142,BAD
4351,2142,BAD
4352,2142,BAD
4353,2142,BAD
4354,2142,BAD
4355,2142,BAD
4356,2142,BAD
4357,2142,BAD
4358,2142,BAD
4359,2142,BAD
4360,2142,BAD
4361,2142,BAD
4362,2142,BAD
4363,2142,BAD
4364,2142,BAD
4365,2142,BAD
4366,2142,BAD
4367,2142,BAD
4368,2142,BAD
4369,2142,BAD
4370,2142,BAD
4371,2142,BAD
4372,2142,BAD
4373,2142,BAD
4374,2142,BAD
4375,2142,BAD
4376,2142,BAD
4377,2142,BAD
4378,2142,BAD
4379,2142,BAD
4380,2142,BAD
4381,2142,BAD
4382,2142,BAD
4383,2142,BAD
4384,2142,BAD
4385,2142,BAD
4386,2142,BAD
4387,2142,BAD
4388,2142,BAD
4340,2143,BAD
4341,2143,BAD
4342,2143,BAD
4343,2143,BAD
4344,2143,BAD
4345,2143,BAD
4346,2143,BAD
4347,2143,BAD
4348,2143,BAD
4349,2143,BAD
4350,2143,BAD
4351,2143,BAD
4352,2143,BAD
4353,2143,BAD
4354,2143,BAD
4355,2143,BAD
4356,2143,BAD
4357,2143,BAD
4358,2143,BAD
4359,2143,BAD
4360,2143,BAD
4361,2143,BAD
4362,2143,BAD
4363,2143,BAD
4364,2143,BAD
4365,2143,BAD
4366,2143,BAD
4367,2143,BAD
4368,2143,BAD
4369,2143,BAD
4370,2143,BAD
4371,2143,BAD
4372,2143,BAD
4373,2143,BAD
4374,2143,BAD
4375,2143,BAD
4376,2143,BAD
4377,2143,BAD
4378,2143,BAD
4379,2143,BAD
4380,2143,BAD
4381,2143,BAD
4382,2143,BAD
4383,2143,BAD
4384,2143,BAD
4385,2143,BAD
4386,2143,BAD
4387,2143,BAD
4388,2143,BAD
4340,2144,BAD
4341,2144,BAD
4342,2144,BAD
4343,2144,BAD
4344,2144,BAD
4345,2144,BAD
4346,2144,BAD
4347,2144,BAD
4348,2144,BAD
4349,2144,BAD
4350,2144,BAD
4351,2144,BAD
4352,2144,BAD
4353,2144,BAD
4354,2144,BAD
4355,2144,BAD
4356,2144,BAD
4357,2144,BAD
4358,2144,BAD
4359,2144,BAD
4360,2144,BAD
4361,2144,BAD
4362,2144,BAD
4363,2144,BAD
4364,2144,BAD
4365,2144,BAD
4366,2144,BAD
4367,2144,BAD
4368,2144,BAD
4369,2144,BAD
4370,2144,BAD
4371,2144,BAD
4372,2144,BAD
4373,2144,BAD
4374,2144,BAD
4375,2144,BAD
4376,2144,BAD
4377,2144,BAD
4378,2144,BAD
4379,2144,BAD
4380,2144,BAD
4381,2144,BAD
4382,2144,BAD
4383,2144,BAD
4384,2144,BAD
4385,2144,BAD
4386,2144,BAD
4387,2144,BAD
4388,2144,BAD
4340,2145,BAD
4341,2145,BAD
4342,2145,BAD
4343,2145,BAD
4344,2145,BAD
4345,2145,BAD
4346,2145,BAD
4347,2145,BAD
4348,2145,BAD
4349,2145,BAD
4350,2145,BAD
4351,2145,BAD
4352,2145,BAD
4353,2145,BAD
4354,2145,BAD
4355,2145,BAD
4356,2145,BAD
4357,2145,BAD
4358,2145,BAD
4359,2145,BAD
4360,2145,BAD
4361,2145,BAD
4362,2145,BAD
4363,2145,BAD
4364,2145,BAD
4365,2145,BAD
4366,2145,BAD
4367,2145,BAD
4368,2145,BAD
4369,2145,BAD
4370,2145,BAD
4371,2145,BAD
4372,2145,BAD
4373,2145,BAD
4374,2145,BAD
4375,2145,BAD
4376,2145,BAD
4377,2145,BAD
4378,2145,BAD
4379,2145,BAD
4380,2145,BAD
4381,2145,BAD
4382,2145,BAD
4383,2145,BAD
4384,2145,BAD
4385,2145,BAD
4386,2145,BAD
4387,2145,BAD
4388,2145,BAD
4340,2146,BAD
4341,2146,BAD
4342,2146,BAD
4343,2146,BAD
4344,2146,BAD
4345,2146,BAD
4346,2146,BAD
4347,2146,BAD
4348,2146,BAD
4349,2146,BAD
4350,2146,BAD
4351,2146,BAD
4352,2146,BAD
4353,2146,BAD
4354,2146,BAD
4355,2146,BAD
4356,2146,BAD
4357,2146,BAD
4358,2146,BAD
4359,2146,BAD
4360,2146,BAD
4361,2146,BAD
4362,2146,BAD
4363,2146,BAD
4364,2146,BAD
4365,2146,BAD
4366,2146,BAD
4367,2146,BAD
4368,2146,BAD
4369,2146,BAD
4370,2146,BAD
4371,2146,BAD
4372,2146,BAD
4373,2146,BAD
4374,2146,BAD
4375,2146,BAD
4376,2146,BAD
4377,2146,BAD
4378,2146,BAD
4379,2146,BAD
4380,2146,BAD
4381,2146,BAD
4382,2146,BAD
4383,2146,BAD
4384,2146,BAD
4385,2146,BAD
4386,2146,BAD
4387,2146,BAD
4388,2146,BAD
4340,2147,BAD
4341,2147,BAD
4342,2147,BAD
4343,2147,BAD
4344,2147,BAD
4345,2147,BAD
4346,2147,BAD
4347,2147,BAD
4348,2147,BAD
4349,2147,BAD
4350,2147,BAD
4351,2147,BAD
4352,2147,BAD
4353,2147,BAD
4354,2147,BAD
4355,2147,BAD
4356,2147,BAD
4357,2147,BAD
4358,2147,BAD
4359,2147,BAD
4360,2147,BAD
4361,2147,BAD
4362,2147,BAD
4363,2147,BAD
4364,2147,BAD
4365,2147,BAD
4366,2147,BAD
4367,2147,BAD
4368,2147,BAD
4369,2147,BAD
4370,2147,BAD
4371,2147,BAD
4372,2147,BAD
4373,2147,BAD
4374,2147,BAD
4375,2147,BAD
4376,2147,BAD
4377,2147,BAD
4378,2147,BAD
4379,2147,BAD
4380,2147,BAD
4381,2147,BAD
4382,2147,BAD
4383,2147,BAD
4384,2147,BAD
4385,2147,BAD
4386,2147,BAD
4387,2147,BAD
4388,2147,BAD
4341,2148,BAD
4342,2148,BAD
4343,2148,BAD
4344,2148,BAD
4345,2148,BAD
4346,2148,BAD
4347,2148,BAD
4348,2148,BAD
4349,2148,BAD
4350,2148,BAD
4351,2148,BAD
4352,2148,BAD
4353,2148,BAD
4354,2148,BAD
4355,2148,BAD
4356,2148,BAD
4357,2148,BAD
4358,2148,BAD
4359,2148,BAD
4360,2148,BAD
4361,2148,BAD
4362,2148,BAD
4363,2148,BAD
4364,2148,BAD
4365,2148,BAD
4366,2148,BAD
4367,2148,BAD
4368,2148,BAD
4369,2148,BAD
4370,2148,BAD
4371,2148,BAD
4372,2148,BAD
4373,2148,BAD
4374,2148,BAD
4375,2148,BAD
4376,2148,BAD
4377,2148,BAD
4378,2148,BAD
4379,2148,BAD
4380,2148,BAD
4381,2148,BAD
4382,2148,BAD
4383,2148,BAD
4384,2148,BAD
4385,2148,BAD
4386,2148,BAD
4387,2148,BAD
4388,2148,BAD
4341,2149,BAD
4342,2149,BAD
4343,2149,BAD
4344,2149,BAD
4345,2149,BAD
4346,2149,BAD
4347,2149,BAD
4348,2149,BAD
4349,2149,BAD
4350,2149,BAD
4351,2149,BAD
4352,2149,BAD
4353,2149,BAD
4354,2149,BAD
4355,2149,BAD
4356,2149,BAD
4357,2149,BAD
4358,2149,BAD
4359,2149,BAD
4360,2149,BAD
4361,2149,BAD
4362,2149,BAD
4363,2149,BAD
4364,2149,BAD
4365,2149,BAD
4366,2149,BAD
4367,2149,BAD
4368,2149,BAD
4369,2149,BAD
4370,2149,BAD
4371,2149,BAD
4372,2149,BAD
4373,2149,BAD
4374,2149,BAD
4375,2149,BAD
4376,2149,BAD
4377,2149,BAD
4378,2149,BAD
4379,2149,BAD
4380,2149,BAD
4381,2149,BAD
4382,2149,BAD
4383,2149,BAD
4384,2149,BAD
4385,2149,BAD
4386,2149,BAD
4387,2149,BAD
4388,2149,BAD
4341,2150,BAD
4342,2150,BAD
4343,2150,BAD
4344,2150,BAD
4345,2150,BAD
4346,2150,BAD
4347,2150,BAD
4348,2150,BAD
4349,2150,BAD
4350,2150,BAD
4351,2150,BAD
4352,2150,BAD
4353,2150,BAD
4354,2150,BAD
4355,2150,BAD
4356,2150,BAD
4357,2150,BAD
4358,2150,BAD
4359,2150,BAD
4360,2150,BAD
4361,2150,BAD
4362,2150,BAD
4363,2150,BAD
4364,2150,BAD
4365,2150,BAD
4366,2150,BAD
4367,2150,BAD
4368,2150,BAD
4369,2150,BAD
4370,2150,BAD
4371,2150,BAD
4372,2150,BAD
4373,2150,BAD
4374,2150,BAD
4375,2150,BAD
4376,2150,BAD
4377,2150,BAD
4378,2150,BAD
4379,2150,BAD
4380,2150,BAD
4381,2150,BAD
4382,2150,BAD
4383,2150,BAD
4384,2150,BAD
4385,2150,BAD
4386,2150,BAD
4387,2150,BAD
4388,2150,BAD
4342,2151,BAD
4343,2151,BAD
4344,2151,BAD
4345,2151,BAD
4346,2151,BAD
4347,2151,BAD
4348,2151,BAD
4349,2151,BAD
4350,2151,BAD
4351,2151,BAD
4352,2151,BAD
4353,2151,BAD
4354,2151,BAD
4355,2151,BAD
4356,2151,BAD
4357,2151,BAD
4358,2151,BAD
4359,2151,BAD
4360,2151,BAD
4361,2151,BAD
4362,2151,BAD
4363,2151,BAD
4364,2151,BAD
4365,2151,BAD
4366,2151,BAD
4367,2151,BAD
4368,2151,BAD
4369,2151,BAD
4370,2151,BAD
4371,2151,BAD
4372,2151,BAD
4373,2151,BAD
4374,2151,BAD
4375,2151,BAD
4376,2151,BAD
4377,2151,BAD
4378,2151,BAD
4379,2151,BAD
4380,2151,BAD
4381,2151,BAD
4382,2151,BAD
4383,2151,BAD
4384,2151,BAD
4385,2151,BAD
4386,2151,BAD
4387,2151,BAD
4388,2151,BAD
4342,2152,BAD
4343,2152,BAD
4344,2152,BAD
4345,2152,BAD
4346,2152,BAD
4347,2152,BAD
4348,2152,BAD
4349,2152,BAD
4350,2152,BAD
4351,2152,BAD
4352,2152,BAD
4353,2152,BAD
4354,2152,BAD
4355,2152,BAD
4356,2152,BAD
4357,2152,BAD
4358,2152,BAD
4359,2152,BAD
4360,2152,BAD
4361,2152,BAD
4362,2152,BAD
4363,2152,BAD
4364,2152,BAD
4365,2152,BAD
4366,2152,BAD
4367,2152,BAD
4368,2152,BAD
4369,2152,BAD
4370,2152,BAD
4371,2152,BAD
4372,2152,BAD
4373,2152,BAD
4374,2152,BAD
4375,2152,BAD
4376,2152,BAD
4377,2152,BAD
4378,2152,BAD
4379,2152,BAD
4380,2152,BAD
4381,2152,BAD
4382,2152,BAD
4383,2152,BAD
4384,2152,BAD
4385,2152,BAD
4386,2152,BAD
4387,2152,BAD
4388,2152,BAD
4389,2152,BAD
4343,2153,BAD
4344,2153,BAD
4345,2153,BAD
4346,2153,BAD
4347,2153,BAD
4348,2153,BAD
4349,2153,BAD
4350,2153,BAD
4351,2153,BAD
4352,2153,BAD
4353,2153,BAD
4354,2153,BAD
4355,2153,BAD
4356,2153,BAD
4357,2153,BAD
4358,2153,BAD
4359,2153,BAD
4360,2153,BAD
4361,2153,BAD
4362,2153,BAD
4363,2153,BAD
4364,2153,BAD
4365,2153,BAD
4366,2153,BAD
4367,2153,BAD
4368,2153,BAD
4369,2153,BAD
4370,2153,BAD
4371,2153,BAD
4372,2153,BAD
4373,2153,BAD
4374,2153,BAD
4375,2153,BAD
4376,2153,BAD
4377,2153,BAD
4378,2153,BAD
4379,2153,BAD
4380,2153,BAD
4381,2153,BAD
4382,2153,BAD
4383,2153,BAD
4384,2153,BAD
4385,2153,BAD
4386,2153,BAD
4387,2153,BAD
4388,2153,BAD
4343,2154,BAD
4344,2154,BAD
4345,2154,BAD
4346,2154,BAD
4347,2154,BAD
4348,2154,BAD
4349,2154,BAD
4350,2154,BAD
4351,2154,BAD
4352,2154,BAD
4353,2154,BAD
4354,2154,BAD
4355,2154,BAD
4356,2154,BAD
4357,2154,BAD
4358,2154,BAD
4359,2154,BAD
4360,2154,BAD
4361,2154,BAD
4362,2154,BAD
4363,2154,BAD
4364,2154,BAD
4365,2154,BAD
4366,2154,BAD
4367,2154,BAD
4368,2154,BAD
4369,2154,BAD
4370,2154,BAD
4371,2154,BAD
4372,2154,BAD
4373,2154,BAD
4374,2154,BAD
4375,2154,BAD
4376,2154,BAD
4377,2154,BAD
4378,2154,BAD
4379,2154,BAD
4380,2154,BAD
4381,2154,BAD
4382,2154,BAD
4383,2154,BAD
4384,2154,BAD
4385,2154,BAD
4386,2154,BAD
4387,2154,BAD
4388,2154,BAD
4344,2155,BAD
4345,2155,BAD
4346,2155,BAD
4347,2155,BAD
4348,2155,BAD
4349,2155,BAD
4350,2155,BAD
4351,2155,BAD
4352,2155,BAD
4353,2155,BAD
4354,2155,BAD
4355,2155,BAD
4356,2155,BAD
4357,2155,BAD
4358,2155,BAD
4359,2155,BAD
4360,2155,BAD
4361,2155,BAD
4362,2155,BAD
4363,2155,BAD
4364,2155,BAD
4365,2155,BAD
4366,2155,BAD
4367,2155,BAD
4368,2155,BAD
4369,2155,BAD
4370,2155,BAD
4371,2155,BAD
4372,2155,BAD
4373,2155,BAD
4374,2155,BAD
4375,2155,BAD
4376,2155,BAD
4377,2155,BAD
4378,2155,BAD
4379,2155,BAD
4380,2155,BAD
4381,2155,BAD
4382,2155,BAD
4383,2155,BAD
4384,2155,BAD
4385,2155,BAD
4386,2155,BAD
4387,2155,BAD
4388,2155,BAD
4344,2156,BAD
4345,2156,BAD
4346,2156,BAD
4347,2156,BAD
4348,2156,BAD
4349,2156,BAD
4350,2156,BAD
4351,2156,BAD
4352,2156,BAD
4353,2156,BAD
4354,2156,BAD
4355,2156,BAD
4356,2156,BAD
4357,2156,BAD
4358,2156,BAD
4359,2156,BAD
4360,2156,BAD
4361,2156,BAD
4362,2156,BAD
4363,2156,BAD
4364,2156,BAD
4365,2156,BAD
4366,2156,BAD
4367,2156,BAD
4368,2156,BAD
4369,2156,BAD
4370,2156,BAD
4371,2156,BAD
4372,2156,BAD
4373,2156,BAD
4374,2156,BAD
4375,2156,BAD
4376,2156,BAD
4377,2156,BAD
4378,2156,BAD
4379,2156,BAD
4380,2156,BAD
4381,2156,BAD
4382,2156,BAD
4383,2156,BAD
4384,2156,BAD
4385,2156,BAD
4386,2156,BAD
4387,2156,BAD
4345,2157,BAD
4346,2157,BAD
4347,2157,BAD
4348,2157,BAD
4349,2157,BAD
4350,2157,BAD
4351,2157,BAD
4352,2157,BAD
4353,2157,BAD
4354,2157,BAD
4355,2157,BAD
4356,2157,BAD
4357,2157,BAD
4358,2157,BAD
4359,2157,BAD
4360,2157,BAD
4361,2157,BAD
4362,2157,BAD
4363,2157,BAD
4364,2157,BAD
4365,2157,BAD
4366,2157,BAD
4367,2157,BAD
4368,2157,BAD
4369,2157,BAD
4370,2157,BAD
4371,2157,BAD
4372,2157,BAD
4373,2157,BAD
4374,2157,BAD
4375,2157,BAD
4376,2157,BAD
4377,2157,BAD
4378,2157,BAD
4379,2157,BAD
4380,2157,BAD
4381,2157,BAD
4382,2157,BAD
4383,2157,BAD
4384,2157,BAD
4385,2157,BAD
4386,2157,BAD
4387,2157,BAD
4388,2157,BAD
4346,2158,BAD
4347,2158,BAD
4348,2158,BAD
4349,2158,BAD
4350,2158,BAD
4351,2158,BAD
4352,2158,BAD
4353,2158,BAD
4354,2158,BAD
4355,2158,BAD
4356,2158,BAD
4357,2158,BAD
4358,2158,BAD
4359,2158,BAD
4360,2158,BAD
4361,2158,BAD
4362,2158,BAD
4363,2158,BAD
4364,2158,BAD
4365,2158,BAD
4366,2158,BAD
4367,2158,BAD
4368,2158,BAD
4369,2158,BAD
4370,2158,BAD
4371,2158,BAD
4372,2158,BAD
4373,2158,BAD
4374,2158,BAD
4375,2158,BAD
4376,2158,BAD
4377,2158,BAD
4378,2158,BAD
4379,2158,BAD
4380,2158,BAD
4381,2158,BAD
4382,2158,BAD
4383,2158,BAD
4384,2158,BAD
4385,2158,BAD
4386,2158,BAD
4387,2158,BAD
4347,2159,BAD
4348,2159,BAD
4349,2159,BAD
4350,2159,BAD
4351,2159,BAD
4352,2159,BAD
4353,2159,BAD
4354,2159,BAD
4355,2159,BAD
4356,2159,BAD
4357,2159,BAD
4358,2159,BAD
4359,2159,BAD
4360,2159,BAD
4361,2159,BAD
4362,2159,BAD
4363,2159,BAD
4364,2159,BAD
4365,2159,BAD
